aX,aY,aZ,gX,gY,gZ
0.120,-1.450,-0.464,377.197,-228.394,112.610
0.189,-1.253,-0.506,332.214,-213.562,121.582
0.248,-1.039,-0.576,291.016,-201.965,126.404
0.298,-0.858,-0.639,258.728,-194.214,126.709
0.344,-0.681,-0.665,234.314,-191.040,121.948
0.379,-0.529,-0.657,217.651,-190.430,114.441
0.418,-0.434,-0.637,205.017,-190.369,103.027
0.403,-0.396,-0.487,192.871,-189.575,88.989
0.427,-0.379,-0.358,180.603,-181.274,78.064
0.479,-0.380,-0.342,161.865,-165.161,68.787
0.510,-0.391,-0.371,138.062,-147.949,59.692
0.537,-0.366,-0.412,116.150,-134.521,54.749
0.569,-0.287,-0.450,95.093,-126.282,50.903
0.593,-0.202,-0.459,77.759,-119.263,46.692
0.616,-0.157,-0.475,65.063,-112.793,40.039
0.624,-0.143,-0.474,56.580,-107.483,33.203
0.642,-0.124,-0.463,49.255,-102.905,26.855
0.655,-0.103,-0.455,43.457,-98.938,20.325
0.660,-0.125,-0.442,39.490,-95.947,13.245
0.663,-0.163,-0.418,34.729,-93.262,6.348
0.666,-0.184,-0.376,27.954,-90.271,0.793
0.662,-0.204,-0.324,21.484,-86.121,-3.601
0.661,-0.229,-0.286,15.625,-79.285,-7.141
0.681,-0.280,-0.303,11.780,-70.190,-9.155
0.700,-0.322,-0.334,9.460,-62.500,-8.484
0.716,-0.316,-0.342,7.935,-58.472,-5.798
0.730,-0.306,-0.346,9.521,-56.702,-2.502
0.741,-0.301,-0.349,11.719,-55.298,-1.282
0.743,-0.307,-0.328,13.062,-53.833,-0.854
0.753,-0.302,-0.335,12.512,-51.086,-0.549
0.761,-0.299,-0.349,10.742,-48.340,-0.977
0.768,-0.306,-0.348,8.057,-45.837,-2.014
0.766,-0.325,-0.344,5.310,-43.335,-3.418
0.771,-0.345,-0.343,2.014,-40.100,-4.333
0.786,-0.348,-0.357,-1.221,-36.499,-3.601
0.798,-0.329,-0.360,-3.113,-34.668,-2.625
0.806,-0.314,-0.353,-2.991,-33.630,-1.953
0.813,-0.307,-0.347,-1.648,-32.715,-1.953
0.814,-0.307,-0.324,0.488,-31.494,-2.136
0.819,-0.312,-0.309,1.892,-28.809,-2.563
0.817,-0.320,-0.306,1.648,-25.513,-3.418
0.819,-0.331,-0.310,0.610,-22.583,-4.456
0.824,-0.335,-0.313,-1.343,-20.508,-5.432
0.813,-0.342,-0.279,-4.150,-18.616,-6.836
0.815,-0.348,-0.280,-7.690,-15.564,-8.118
0.814,-0.358,-0.282,-10.925,-12.268,-9.277
0.822,-0.367,-0.310,-12.817,-9.827,-9.766
0.814,-0.371,-0.311,-13.672,-7.996,-9.644
0.816,-0.359,-0.314,-13.489,-7.141,-9.094
0.816,-0.364,-0.317,-11.414,-6.226,-8.423
0.822,-0.368,-0.340,-8.362,-5.371,-7.446
0.822,-0.377,-0.334,-4.395,-6.042,-6.287
0.821,-0.370,-0.321,-1.404,-5.981,-4.883
0.820,-0.368,-0.312,-0.183,-5.371,-4.333
0.821,-0.377,-0.314,-0.549,-3.784,-4.272
0.824,-0.391,-0.322,-1.831,-2.258,-4.211
0.830,-0.396,-0.337,-3.479,-0.732,-2.930
0.843,-0.358,-0.355,-5.493,0.122,-1.343
0.840,-0.333,-0.340,-5.798,-0.061,-1.038
0.841,-0.351,-0.341,-4.028,0.122,-1.282
0.845,-0.365,-0.349,-2.869,0.732,-1.099
0.853,-0.346,-0.358,-3.052,1.343,0.122
0.862,-0.315,-0.369,-3.113,1.831,0.732
0.860,-0.316,-0.360,-1.648,1.587,0.061
0.859,-0.328,-0.355,-0.427,2.136,-0.793
0.863,-0.335,-0.362,-0.671,3.113,-1.099
0.863,-0.332,-0.366,-1.587,3.845,-1.282
0.862,-0.333,-0.368,-2.991,4.578,-1.709
0.856,-0.354,-0.367,-4.395,5.127,-2.625
0.855,-0.371,-0.368,-5.432,5.249,-2.991
0.857,-0.363,-0.370,-6.165,5.310,-2.258
0.858,-0.352,-0.368,-5.249,4.700,-1.587
0.854,-0.361,-0.358,-2.014,3.845,-1.465
0.850,-0.384,-0.349,0.977,3.540,-1.221
0.851,-0.387,-0.359,2.197,4.456,-0.183
0.489,-0.856,0.096,-297.119,39.795,-80.811
0.492,-0.862,0.121,-303.955,33.997,-71.655
0.469,-0.834,0.167,-308.716,24.597,-60.181
0.457,-0.808,0.207,-312.439,16.846,-46.692
0.446,-0.699,0.263,-315.002,8.972,-31.921
0.427,-0.531,0.275,-317.932,2.380,-23.071
0.417,-0.490,0.260,-311.035,-3.845,-22.156
0.417,-0.498,0.280,-309.082,-15.259,-25.635
0.372,-0.439,0.375,-314.148,-28.687,-38.025
0.339,-0.400,0.474,-312.927,-36.499,-46.692
0.299,-0.376,0.621,-303.162,-43.579,-51.636
0.266,-0.349,0.761,-290.649,-48.462,-56.396
0.258,-0.322,0.844,-272.949,-43.945,-58.350
0.270,-0.255,0.958,-252.502,-33.569,-57.800
0.242,-0.259,1.066,-216.553,-34.729,-58.716
0.223,-0.319,1.130,-174.194,-35.950,-61.584
0.220,-0.431,1.126,-130.493,-32.227,-62.378
0.214,-0.507,1.106,-93.811,-30.701,-61.890
0.221,-0.527,1.082,-64.758,-28.687,-60.242
0.225,-0.536,1.035,-37.659,-24.841,-58.289
0.224,-0.549,0.974,-17.761,-21.790,-57.739
0.216,-0.582,0.929,-7.996,-19.714,-59.937
0.212,-0.619,0.894,-5.737,-17.822,-62.927
0.217,-0.661,0.858,-8.057,-15.808,-63.782
0.223,-0.677,0.844,-12.512,-15.076,-63.477
0.227,-0.671,0.855,-17.212,-15.198,-61.829
0.228,-0.627,0.868,-20.325,-16.174,-59.143
0.231,-0.596,0.886,-21.790,-16.968,-57.495
0.205,-0.574,0.969,-20.935,-18.127,-58.105
0.205,-0.543,1.011,-17.944,-15.991,-58.350
0.214,-0.530,1.000,-10.559,-12.695,-58.838
0.210,-0.583,1.000,2.502,-12.878,-62.012
0.185,-0.664,1.039,15.381,-15.198,-65.552
0.174,-0.729,1.073,25.146,-15.686,-64.941
0.181,-0.759,1.089,33.325,-13.977,-60.791
0.181,-0.761,1.093,43.152,-12.268,-54.993
0.163,-0.762,1.119,56.152,-10.010,-49.255
0.155,-0.790,1.141,73.669,-5.859,-43.762
0.151,-0.849,1.168,95.215,-1.648,-38.818
0.154,-0.937,1.187,118.103,2.502,-33.813
0.174,-1.041,1.165,140.808,6.226,-27.283
0.175,-1.096,1.157,162.537,7.141,-16.113
0.170,-1.084,1.134,180.481,7.141,-2.686
0.161,-1.044,1.097,196.045,7.935,9.216
0.158,-1.002,1.010,211.243,11.292,20.935
0.170,-1.004,0.882,231.628,13.428,28.442
0.172,-1.001,0.782,251.587,12.207,34.363
0.177,-1.020,0.695,271.484,9.094,41.687
0.189,-1.033,0.615,290.161,4.761,49.683
0.196,-1.044,0.556,306.335,0.488,57.373
0.210,-1.059,0.512,320.862,-1.282,65.796
0.209,-1.053,0.487,333.069,0.854,75.562
0.224,-1.006,0.385,341.064,6.470,85.022
0.258,-0.974,0.179,351.440,10.254,90.637
0.314,-0.998,-0.040,368.835,3.296,94.055
0.328,-1.066,-0.131,390.808,-14.404,97.839
0.314,-1.128,-0.143,409.485,-34.363,102.478
0.331,-1.162,-0.171,422.424,-47.241,109.375
0.337,-1.146,-0.200,431.152,-59.021,118.225
0.330,-1.122,-0.220,436.462,-70.801,124.512
0.361,-1.068,-0.270,441.223,-78.613,130.920
0.382,-0.998,-0.341,445.801,-85.205,134.155
0.397,-0.941,-0.418,447.937,-93.628,132.263
0.401,-0.923,-0.474,450.012,-102.295,127.808
0.430,-0.926,-0.537,447.998,-109.863,122.986
0.442,-0.909,-0.564,440.491,-117.310,118.652
0.447,-0.883,-0.556,428.345,-124.695,114.319
0.452,-0.843,-0.534,414.734,-130.676,111.084
0.452,-0.797,-0.522,399.841,-134.888,109.253
0.478,-0.768,-0.518,382.446,-135.620,107.178
0.482,-0.687,-0.460,359.802,-135.803,104.858
0.509,-0.597,-0.437,333.801,-134.277,102.722
0.516,-0.471,-0.387,305.176,-132.629,98.755
0.539,-0.370,-0.330,278.992,-127.686,93.018
0.587,-0.276,-0.336,253.601,-119.507,86.365
0.613,-0.208,-0.357,225.891,-112.610,77.515
0.625,-0.178,-0.375,196.045,-106.567,67.322
0.638,-0.127,-0.414,161.560,-99.731,57.312
0.655,-0.063,-0.447,126.343,-93.628,48.096
0.655,0.001,-0.449,93.201,-87.646,39.246
0.669,0.048,-0.460,64.697,-81.055,29.907
0.687,0.063,-0.465,43.518,-75.439,21.240
0.696,0.081,-0.434,28.137,-71.167,13.489
0.715,0.095,-0.410,19.470,-67.200,7.507
0.723,0.105,-0.395,16.296,-62.866,2.075
0.731,0.083,-0.392,18.066,-59.631,-3.601
0.729,0.020,-0.376,22.522,-56.763,-9.521
0.729,-0.060,-0.355,26.123,-53.101,-13.306
0.735,-0.124,-0.350,26.733,-48.157,-14.343
0.742,-0.159,-0.356,23.987,-43.396,-13.489
0.752,-0.180,-0.366,19.409,-39.001,-11.963
0.755,-0.184,-0.364,14.221,-35.645,-10.620
0.759,-0.177,-0.350,9.521,-32.715,-10.681
0.762,-0.191,-0.348,5.310,-29.297,-11.902
0.766,-0.212,-0.354,2.014,-26.489,-13.184
0.767,-0.227,-0.348,0.610,-23.621,-13.489
0.780,-0.229,-0.355,0.793,-20.996,-12.939
0.791,-0.242,-0.375,3.235,-19.165,-12.695
0.796,-0.266,-0.377,7.019,-18.555,-12.146
0.802,-0.278,-0.376,9.583,-17.822,-10.864
0.812,-0.284,-0.383,11.353,-16.663,-8.972
0.820,-0.284,-0.388,12.207,-15.930,-6.958
0.827,-0.287,-0.397,11.841,-15.015,-5.432
0.833,-0.275,-0.391,10.437,-14.160,-3.784
0.837,-0.254,-0.375,8.179,-12.451,-2.502
0.850,-0.244,-0.393,6.287,-9.399,-1.770
0.860,-0.226,-0.422,4.944,-7.263,-1.465
0.862,-0.207,-0.433,4.456,-6.714,-1.465
0.862,-0.209,-0.434,4.333,-6.165,-2.136
0.866,-0.207,-0.445,3.296,-5.310,-2.686
0.865,-0.199,-0.451,1.709,-4.761,-3.296
0.864,-0.203,-0.451,0.671,-4.700,-4.211
0.865,-0.214,-0.454,-0.061,-4.089,-4.883
0.863,-0.224,-0.449,-1.099,-4.028,-4.944
0.862,-0.227,-0.447,-1.648,-3.845,-4.456
0.861,-0.218,-0.447,-2.197,-3.601,-3.540
0.852,-0.205,-0.434,-2.441,-3.296,-3.174
0.855,-0.215,-0.430,-1.831,-2.563,-3.113
0.862,-0.216,-0.448,-0.916,-1.587,-2.625
0.199,-0.615,0.949,-37.781,-29.846,-39.795
0.199,-0.588,0.949,-31.616,-30.212,-38.574
0.191,-0.569,0.957,-23.071,-30.762,-37.537
0.174,-0.565,0.970,-13.672,-30.640,-37.354
0.158,-0.573,0.986,-5.188,-29.480,-37.720
0.160,-0.577,0.972,1.282,-26.550,-38.635
0.161,-0.579,0.951,7.263,-23.865,-39.917
0.155,-0.588,0.944,13.672,-22.278,-40.955
0.152,-0.603,0.934,19.043,-21.118,-42.175
0.138,-0.627,0.939,23.254,-20.935,-43.762
0.110,-0.687,0.985,27.954,-20.813,-44.800
0.100,-0.739,1.020,31.982,-18.127,-43.823
0.115,-0.686,0.937,36.194,-17.151,-42.114
0.051,-0.741,1.081,44.678,-20.203,-41.626
0.087,-0.814,1.062,53.894,-11.475,-38.757
0.095,-0.850,1.056,62.256,-5.127,-34.119
0.069,-0.844,1.054,73.792,-2.502,-28.015
0.054,-0.871,1.086,90.759,0.488,-22.400
0.074,-0.885,1.082,109.985,7.080,-17.029
0.083,-0.898,1.106,130.493,11.902,-12.329
0.078,-0.922,1.130,153.992,17.212,-7.751
0.074,-0.964,1.161,180.481,23.132,-4.456
0.023,-0.933,1.182,203.918,31.372,1.404
0.053,-0.879,1.074,232.178,42.480,3.235
0.056,-0.842,0.900,262.024,48.828,1.282
0.060,-0.862,0.700,294.617,48.462,-2.808
0.115,-0.891,0.537,326.050,38.574,-8.423
0.074,-1.001,0.370,363.403,23.010,4.150
0.117,-0.995,0.111,384.216,4.700,9.949
0.155,-0.999,-0.168,406.128,-19.836,13.245
0.179,-1.046,-0.310,435.730,-51.880,15.198
0.164,-1.101,-0.337,467.773,-85.693,21.606
0.154,-1.154,-0.394,493.652,-116.394,29.358
0.167,-1.251,-0.495,518.005,-143.250,35.217
0.158,-1.343,-0.536,540.100,-171.875,44.128
0.125,-1.343,-0.548,553.955,-200.378,56.946
0.121,-1.280,-0.621,560.730,-221.985,70.435
0.121,-1.217,-0.753,561.951,-238.342,81.543
0.107,-1.212,-0.894,555.969,-251.709,85.938
0.090,-1.298,-0.995,544.067,-263.367,87.158
0.044,-1.458,-0.963,527.405,-275.696,90.942
0.002,-1.593,-0.806,500.671,-283.813,99.304
0.059,-1.517,-0.688,457.153,-282.654,110.840
0.118,-1.259,-0.607,407.227,-277.283,123.108
0.180,-0.969,-0.552,365.356,-271.057,130.981
0.262,-0.727,-0.521,328.247,-264.709,129.272
0.308,-0.509,-0.478,292.480,-256.836,120.728
0.374,-0.388,-0.406,257.996,-247.681,106.750
0.374,-0.360,-0.203,226.440,-234.741,91.187
0.432,-0.305,-0.155,194.824,-209.900,81.909
0.492,-0.226,-0.221,157.898,-181.702,72.632
0.539,-0.152,-0.294,125.061,-160.950,63.721
0.572,-0.110,-0.304,95.825,-145.081,53.955
0.592,-0.056,-0.274,69.641,-129.944,44.800
0.614,-0.033,-0.251,50.964,-116.516,36.377
0.640,-0.042,-0.263,39.673,-103.882,28.870
0.659,-0.044,-0.274,33.447,-93.750,23.499
0.674,-0.054,-0.274,30.762,-86.670,18.799
0.671,-0.094,-0.249,30.579,-80.811,14.099
0.673,-0.130,-0.238,29.785,-74.890,10.010
0.679,-0.154,-0.241,27.527,-68.298,7.385
0.695,-0.153,-0.270,23.193,-61.707,4.944
0.700,-0.161,-0.262,18.738,-56.580,1.831
0.703,-0.161,-0.256,14.587,-51.270,-1.038
0.716,-0.171,-0.271,11.108,-46.143,-3.906
0.721,-0.193,-0.283,9.766,-41.992,-6.592
0.732,-0.218,-0.302,8.972,-38.147,-8.301
0.736,-0.234,-0.301,7.935,-34.912,-9.155
0.738,-0.248,-0.285,6.897,-31.250,-8.972
0.747,-0.268,-0.284,6.348,-26.672,-8.423
0.757,-0.279,-0.308,6.531,-22.522,-7.385
0.767,-0.304,-0.338,6.714,-19.348,-6.653
0.783,-0.325,-0.373,6.897,-17.395,-5.371
0.792,-0.323,-0.393,6.348,-17.029,-3.235
0.798,-0.319,-0.402,5.371,-17.212,-1.709
0.807,-0.323,-0.409,5.432,-17.395,-0.793
0.816,-0.306,-0.418,4.700,-17.151,0.305
0.824,-0.287,-0.416,3.418,-16.846,0.488
0.833,-0.286,-0.408,2.380,-16.357,-0.488
0.833,-0.291,-0.391,1.282,-15.015,-1.465
0.834,-0.299,-0.371,0.122,-12.512,-1.892
0.843,-0.301,-0.375,-1.038,-8.606,-1.953
0.856,-0.309,-0.390,-1.282,-4.944,-1.648
0.866,-0.320,-0.420,-0.671,-2.441,-0.671
0.878,-0.307,-0.463,-0.244,-1.343,1.282
0.872,-0.280,-0.459,0.366,-2.014,2.808
0.875,-0.270,-0.476,1.587,-2.991,3.174
0.873,-0.260,-0.487,0.854,-3.540,2.747
0.874,-0.251,-0.489,-0.305,-4.272,1.587
0.865,-0.251,-0.456,-1.160,-5.737,0.000
0.862,-0.250,-0.437,-2.625,-5.676,-1.343
0.858,-0.259,-0.413,-3.357,-5.127,-1.892
0.864,-0.260,-0.426,-4.211,-3.479,-2.258
0.863,-0.255,-0.430,-4.150,-2.869,-2.258
0.852,-0.253,-0.402,-3.662,-3.052,-2.319
0.855,-0.247,-0.412,-3.906,-2.014,-2.197
0.847,-0.262,-0.403,-3.235,-1.282,-2.502
0.847,-0.270,-0.409,-3.540,-0.549,-2.319
0.851,-0.262,-0.420,-4.883,0.427,-1.770
0.850,-0.258,-0.431,-3.906,0.000,-1.465
0.846,-0.253,-0.417,-1.648,-0.854,-1.343
0.844,-0.264,-0.407,0.488,-1.465,-1.221
0.849,-0.262,-0.425,1.038,-0.549,-1.099
0.844,-0.274,-0.421,1.282,-0.366,-1.099
0.844,-0.284,-0.417,0.244,-0.305,-1.160
0.849,-0.274,-0.427,-2.319,0.916,-1.099
0.843,-0.272,-0.413,-4.700,1.770,-1.465
0.846,-0.273,-0.413,-7.019,2.380,-2.014
0.852,-0.268,-0.425,-9.888,4.395,-2.808
0.844,-0.292,-0.417,-10.315,5.493,-3.418
0.859,-0.303,-0.446,-9.033,6.287,-2.319
0.860,-0.278,-0.454,-6.226,5.554,-0.427
0.861,-0.260,-0.460,-2.136,4.150,0.854
0.856,-0.275,-0.462,1.587,3.235,0.671
0.852,-0.303,-0.465,4.028,2.136,0.549
0.857,-0.307,-0.479,3.723,1.953,1.404
0.854,-0.290,-0.467,2.808,1.160,2.136
0.856,-0.280,-0.455,0.916,1.221,1.770
0.850,-0.278,-0.441,0.061,1.587,1.282
0.267,-0.587,0.740,-126.038,16.663,-34.058
0.283,-0.610,0.726,-123.108,18.433,-36.377
0.285,-0.613,0.687,-117.493,18.616,-36.682
0.281,-0.614,0.672,-110.046,15.259,-36.438
0.267,-0.604,0.692,-102.295,10.559,-36.316
0.258,-0.594,0.703,-93.018,6.653,-34.790
0.261,-0.562,0.699,-85.083,3.479,-33.752
0.264,-0.536,0.687,-77.942,0.000,-35.583
0.254,-0.526,0.714,-71.899,-4.944,-41.504
0.244,-0.560,0.777,-61.340,-10.132,-45.166
0.229,-0.612,0.841,-51.208,-11.841,-48.401
0.225,-0.652,0.854,-45.227,-9.949,-48.645
0.226,-0.665,0.821,-41.992,-7.385,-46.997
0.227,-0.656,0.783,-40.588,-6.836,-45.715
0.215,-0.650,0.763,-39.368,-8.545,-45.349
0.206,-0.646,0.746,-37.354,-10.986,-45.776
0.201,-0.639,0.734,-35.828,-14.099,-46.570
0.194,-0.642,0.740,-34.058,-18.250,-47.180
0.185,-0.644,0.765,-31.555,-22.156,-47.058
0.178,-0.637,0.794,-29.358,-24.780,-46.143
0.183,-0.625,0.806,-26.978,-25.330,-44.800
0.179,-0.607,0.805,-23.193,-25.452,-43.152
0.172,-0.578,0.784,-19.714,-25.269,-42.053
0.173,-0.549,0.748,-17.456,-26.001,-42.847
0.160,-0.539,0.730,-15.076,-29.724,-46.265
0.141,-0.553,0.753,-13.062,-34.729,-51.025
0.118,-0.585,0.797,-10.437,-37.903,-55.176
0.101,-0.618,0.835,-8.667,-38.330,-57.739
0.095,-0.634,0.849,-7.690,-37.659,-58.777
0.093,-0.640,0.850,-6.287,-38.269,-59.631
0.088,-0.643,0.853,-2.258,-40.588,-60.181
0.082,-0.639,0.853,4.700,-43.213,-60.364
0.071,-0.648,0.860,14.526,-47.424,-61.096
0.024,-0.692,0.927,27.527,-52.917,-62.073
-0.006,-0.734,0.992,39.856,-54.688,-61.523
-0.035,-0.746,1.036,50.415,-51.941,-59.387
-0.063,-0.782,1.059,66.467,-46.570,-57.373
-0.099,-0.848,1.090,87.341,-43.030,-56.091
-0.138,-0.949,1.139,111.816,-40.588,-54.260
-0.155,-1.057,1.152,138.123,-37.109,-49.866
-0.140,-1.162,1.113,163.452,-35.889,-40.405
-0.159,-1.234,1.067,188.416,-37.964,-36.072
-0.179,-1.305,1.007,213.074,-44.189,-29.724
-0.200,-1.397,0.957,248.840,-53.711,-15.320
-0.223,-1.433,0.895,282.715,-66.223,4.333
-0.234,-1.558,0.730,323.730,-82.825,36.316
-0.221,-1.557,0.587,352.600,-95.398,64.087
-0.189,-1.516,0.427,374.329,-109.741,90.515
-0.151,-1.437,0.270,390.625,-128.784,112.366
-0.127,-1.385,0.145,402.588,-149.048,130.310
-0.090,-1.305,0.042,406.372,-163.086,144.714
-0.049,-1.198,-0.070,405.518,-174.622,154.053
-0.024,-1.134,-0.142,411.987,-188.354,157.104
-0.012,-1.145,-0.165,428.284,-200.195,158.569
0.005,-1.245,-0.209,448.303,-209.961,159.424
0.020,-1.373,-0.262,462.402,-223.450,161.621
0.016,-1.449,-0.295,461.426,-237.366,167.725
0.020,-1.427,-0.319,446.838,-247.986,177.612
-0.004,-1.356,-0.319,427.185,-257.202,187.622
0.007,-1.273,-0.325,408.813,-262.146,193.970
0.025,-1.193,-0.328,391.052,-262.817,194.031
0.065,-1.116,-0.312,375.183,-260.803,192.627
0.111,-1.039,-0.288,358.459,-253.906,190.369
0.158,-0.943,-0.259,332.703,-245.300,183.899
0.227,-0.821,-0.269,300.293,-234.863,174.927
0.272,-0.702,-0.242,268.372,-222.534,164.429
0.304,-0.611,-0.185,240.784,-206.787,152.527
0.353,-0.551,-0.174,216.064,-190.186,139.771
0.417,-0.485,-0.225,192.444,-176.392,128.967
0.472,-0.388,-0.274,168.335,-165.161,120.911
0.508,-0.279,-0.274,144.409,-154.602,111.877
0.540,-0.196,-0.265,122.192,-143.494,99.548
0.571,-0.167,-0.270,103.516,-132.690,84.961
0.599,-0.175,-0.276,87.341,-123.047,70.313
0.625,-0.179,-0.284,71.838,-114.624,57.373
0.642,-0.172,-0.272,56.946,-107.056,46.753
0.660,-0.155,-0.251,44.434,-100.037,37.903
0.671,-0.121,-0.237,34.058,-93.628,30.090
0.677,-0.135,-0.208,26.550,-86.426,21.423
0.685,-0.190,-0.203,22.644,-78.125,13.916
0.701,-0.239,-0.224,20.264,-70.801,9.155
0.708,-0.265,-0.239,19.653,-66.162,7.446
0.712,-0.252,-0.241,20.203,-62.927,7.141
0.713,-0.236,-0.218,20.813,-59.326,5.920
0.714,-0.256,-0.203,22.095,-54.199,3.479
0.715,-0.303,-0.202,22.766,-47.852,0.549
0.719,-0.371,-0.207,22.278,-41.565,-0.916
0.729,-0.418,-0.218,19.470,-35.645,-0.366
0.735,-0.416,-0.235,15.137,-31.494,2.197
0.743,-0.393,-0.251,11.719,-28.564,3.967
0.749,-0.406,-0.260,10.376,-25.940,3.967
0.755,-0.431,-0.274,9.216,-23.437,4.028
0.764,-0.419,-0.293,6.592,-20.996,4.761
0.772,-0.402,-0.299,4.944,-19.043,5.432
0.780,-0.414,-0.308,5.005,-17.639,5.310
0.790,-0.426,-0.318,5.432,-16.785,5.615
0.801,-0.430,-0.320,6.226,-16.541,6.836
0.806,-0.418,-0.306,7.690,-16.296,8.484
0.812,-0.403,-0.288,8.911,-15.869,9.888
0.816,-0.401,-0.268,10.193,-13.977,10.437
0.820,-0.404,-0.270,10.071,-10.498,10.559
0.830,-0.394,-0.288,7.935,-6.592,10.437
0.838,-0.381,-0.302,4.822,-3.418,9.583
0.841,-0.377,-0.312,1.526,-1.160,8.057
0.847,-0.373,-0.333,-1.038,0.488,6.653
0.856,-0.353,-0.357,-2.991,1.343,5.676
0.861,-0.334,-0.367,-3.235,1.526,4.333
0.859,-0.335,-0.368,-1.770,1.160,2.625
0.858,-0.350,-0.377,0.244,0.793,0.793
0.859,-0.360,-0.394,1.587,0.977,0.000
0.859,-0.365,-0.397,2.258,0.854,-0.183
0.857,-0.368,-0.396,2.319,0.977,-0.122
0.855,-0.375,-0.397,1.831,1.221,-0.183
0.853,-0.383,-0.397,1.343,1.709,-0.122
0.851,-0.380,-0.396,0.488,2.075,0.305
0.851,-0.369,-0.393,-0.732,2.197,0.732
0.850,-0.363,-0.391,-1.221,2.380,1.038
0.850,-0.360,-0.388,-1.404,2.441,0.916
0.850,-0.360,-0.391,-1.282,2.441,1.038
0.379,-0.234,0.823,-136.414,-18.494,-24.292
0.398,-0.226,0.840,-114.441,-20.630,-33.997
0.390,-0.243,0.857,-89.050,-24.231,-45.044
0.379,-0.318,0.871,-67.749,-26.917,-58.411
0.347,-0.455,0.892,-51.086,-28.320,-71.289
0.309,-0.593,0.915,-40.771,-25.513,-76.965
0.303,-0.686,0.907,-37.476,-21.057,-75.012
0.298,-0.736,0.900,-39.124,-18.250,-68.665
0.316,-0.734,0.899,-41.748,-13.123,-59.753
0.345,-0.705,0.893,-41.138,-11.780,-50.232
0.351,-0.654,0.894,-39.185,-18.250,-42.175
0.358,-0.597,0.902,-34.851,-25.391,-36.743
0.362,-0.535,0.897,-28.320,-29.358,-33.325
0.358,-0.482,0.875,-21.423,-31.067,-32.166
0.348,-0.448,0.838,-14.832,-31.982,-33.020
0.323,-0.446,0.815,-9.338,-32.898,-35.522
0.296,-0.474,0.814,-6.348,-33.325,-38.208
0.293,-0.500,0.811,-7.324,-33.142,-40.894
0.288,-0.523,0.817,-9.705,-34.058,-43.152
0.278,-0.511,0.832,-13.245,-35.828,-42.908
0.275,-0.477,0.848,-17.761,-36.804,-42.419
0.263,-0.447,0.887,-19.775,-37.231,-43.213
0.255,-0.434,0.934,-19.470,-35.583,-44.861
0.253,-0.428,0.934,-17.212,-31.921,-46.814
0.257,-0.437,0.919,-14.465,-29.663,-50.659
0.246,-0.477,0.924,-11.597,-29.663,-56.213
0.231,-0.526,0.933,-8.545,-30.273,-59.570
0.221,-0.566,0.941,-5.737,-30.945,-60.303
0.212,-0.587,0.953,-4.150,-32.227,-59.509
0.193,-0.587,0.966,-3.296,-33.508,-57.922
0.171,-0.595,0.999,-2.319,-33.936,-57.007
0.164,-0.615,1.013,0.183,-32.593,-55.969
0.160,-0.633,1.021,3.357,-30.945,-54.626
0.150,-0.636,1.042,7.324,-30.090,-52.490
0.147,-0.630,1.060,12.024,-28.442,-50.415
0.147,-0.609,1.058,17.578,-26.794,-49.133
0.129,-0.586,1.056,25.635,-26.062,-48.889
0.096,-0.599,1.118,39.001,-26.001,-49.988
0.145,-0.853,1.158,66.833,-23.315,-53.162
0.117,-0.937,1.327,79.651,-19.775,-48.035
0.063,-0.893,1.392,72.693,-14.526,-34.485
0.078,-0.804,1.360,79.285,-2.197,-20.691
0.104,-0.767,1.328,98.572,6.165,-11.902
0.097,-0.766,1.345,125.000,10.254,-7.568
0.065,-0.794,1.385,154.785,13.916,-5.432
0.051,-0.829,1.323,186.646,21.912,-2.991
0.075,-0.857,1.132,219.727,31.067,1.465
0.090,-0.895,0.934,252.869,32.349,4.211
0.088,-0.920,0.784,282.471,24.414,5.554
0.078,-0.974,0.666,314.026,11.353,12.573
0.079,-1.019,0.566,341.980,-2.747,23.499
0.091,-1.025,0.471,363.525,-18.616,40.039
0.088,-1.057,0.348,383.545,-34.668,59.326
0.108,-1.032,0.222,388.794,-45.593,71.838
0.142,-1.038,0.106,397.156,-52.795,85.022
0.174,-1.039,0.027,406.311,-60.669,96.497
0.208,-1.048,-0.027,417.297,-71.106,106.689
0.223,-1.051,-0.103,427.612,-81.909,116.150
0.234,-1.054,-0.221,439.270,-93.567,122.070
0.259,-1.046,-0.355,453.430,-109.375,127.319
0.280,-1.036,-0.458,466.675,-129.089,132.263
0.294,-1.012,-0.536,477.112,-149.841,136.047
0.296,-1.001,-0.602,485.046,-168.152,139.404
0.293,-1.002,-0.656,491.699,-184.143,141.113
0.301,-0.975,-0.688,492.737,-199.402,142.029
0.296,-0.961,-0.686,487.671,-211.914,142.456
0.318,-0.989,-0.646,475.708,-219.482,141.052
0.319,-0.999,-0.573,458.435,-220.764,139.832
0.342,-0.943,-0.487,434.631,-215.576,137.390
0.362,-0.874,-0.374,406.433,-212.036,132.507
0.374,-0.779,-0.244,374.634,-206.726,127.075
0.397,-0.634,-0.182,338.196,-197.998,122.192
0.444,-0.530,-0.203,300.598,-183.228,114.441
0.490,-0.451,-0.224,266.785,-166.321,104.675
0.533,-0.373,-0.260,235.046,-152.283,95.215
0.557,-0.292,-0.281,204.651,-140.320,85.449
0.585,-0.250,-0.305,178.894,-129.578,75.256
0.613,-0.232,-0.335,158.813,-120.239,66.589
