aX,aY,aZ,gX,gY,gZ
0.853,0.872,-0.051,-39.185,-3.235,-67.444
0.885,0.939,-0.102,-57.861,-1.160,-66.833
0.901,1.053,-0.097,-79.346,-2.197,-67.932
0.938,1.174,-0.131,-92.957,-2.319,-70.190
0.977,1.229,-0.205,-103.943,-4.517,-75.684
0.975,1.367,-0.153,-120.483,-10.498,-86.426
0.997,1.343,-0.220,-128.723,-14.771,-102.539
1.004,1.440,-0.237,-137.085,-22.400,-119.690
0.958,1.490,-0.146,-138.428,-36.987,-142.029
0.901,1.387,-0.136,-123.169,-48.889,-167.542
0.819,1.240,-0.132,-108.521,-62.744,-191.223
0.729,1.184,-0.071,-98.206,-78.613,-210.571
0.604,1.104,0.036,-80.872,-92.468,-227.844
0.465,0.995,0.213,-62.500,-100.525,-244.995
0.331,0.971,0.390,-54.443,-99.426,-263.794
0.217,0.825,0.341,-43.640,-91.858,-287.109
0.043,0.524,0.315,-34.973,-88.196,-314.697
-0.118,0.211,0.349,-42.297,-82.825,-342.102
-0.287,-0.119,0.410,-59.448,-73.669,-364.502
-0.441,-0.489,0.389,-75.378,-70.190,-382.874
-0.578,-0.807,0.412,-93.140,-76.965,-396.118
-0.819,-1.167,0.742,-108.765,-93.445,-397.949
-0.766,-1.687,1.119,-95.520,-109.558,-384.766
-0.801,-2.178,1.272,-60.486,-112.976,-351.074
-0.700,-2.414,1.285,-28.931,-106.384,-295.837
-0.563,-2.433,1.185,2.563,-90.515,-225.098
-0.415,-2.274,1.014,12.756,-67.627,-161.438
-0.302,-2.074,0.860,-0.183,-44.250,-118.408
-0.200,-1.897,0.779,-22.888,-26.855,-87.708
-0.097,-1.769,0.660,-40.588,-11.597,-62.561
0.003,-1.586,0.607,-61.646,-2.319,-44.922
0.085,-1.350,0.589,-79.590,1.953,-33.813
0.180,-1.197,0.549,-85.876,4.639,-28.198
0.244,-1.033,0.604,-86.304,2.319,-27.649
0.298,-0.986,0.641,-75.439,-0.732,-30.945
0.333,-0.995,0.718,-60.974,-3.967,-33.142
0.354,-1.001,0.800,-47.729,-6.409,-33.325
0.378,-0.993,0.798,-31.799,-6.470,-31.494
0.412,-0.982,0.716,-15.015,-4.822,-28.748
0.432,-0.954,0.637,-2.686,-4.028,-26.123
0.444,-0.954,0.574,5.737,-3.967,-24.475
0.455,-0.952,0.541,10.620,-4.089,-22.705
0.465,-0.941,0.526,13.367,-4.272,-20.569
0.479,-0.943,0.510,15.320,-4.089,-17.822
0.494,-0.918,0.512,13.977,-3.235,-14.343
0.510,-0.882,0.503,11.536,-1.709,-11.108
0.520,-0.867,0.493,10.864,-0.977,-8.423
0.529,-0.849,0.488,9.766,-0.549,-6.165
0.538,-0.830,0.475,7.996,-0.061,-4.150
0.547,-0.811,0.451,6.714,0.244,-2.686
0.555,-0.789,0.437,5.859,0.061,-1.587
0.559,-0.772,0.434,5.981,-0.854,-1.099
0.561,-0.757,0.443,6.104,-1.587,-0.793
0.563,-0.734,0.464,5.493,-2.075,-0.488
0.561,-0.731,0.472,6.409,-2.686,-0.549
0.560,-0.747,0.467,7.385,-2.625,-0.977
0.561,-0.752,0.468,5.554,-2.197,-0.977
0.561,-0.755,0.458,4.456,-1.465,-0.854
0.562,-0.760,0.450,4.211,-1.160,-0.183
0.565,-0.748,0.451,2.991,-0.977,0.671
0.569,-0.734,0.458,2.136,-0.916,1.099
0.572,-0.726,0.460,2.075,-0.916,1.404
0.572,-0.725,0.452,1.953,-0.854,1.587
0.573,-0.724,0.447,1.709,-0.977,1.709
0.568,-0.722,0.461,2.075,-1.587,2.014
0.563,-0.724,0.470,2.747,-1.831,2.075
0.560,-0.726,0.470,2.808,-1.404,2.258
0.555,-0.728,0.464,2.930,-1.038,2.258
0.550,-0.729,0.463,3.540,-1.099,2.686
0.546,-0.726,0.468,3.662,-1.221,2.686
0.540,-0.726,0.471,3.418,-1.282,2.808
0.536,-0.727,0.483,3.174,-1.160,3.113
0.533,-0.722,0.492,2.197,-0.793,3.357
0.535,-0.719,0.490,1.648,-0.244,3.418
0.533,-0.715,0.487,1.953,-0.183,3.601
0.531,-0.717,0.495,2.075,-0.305,3.479
0.526,-0.712,0.512,2.014,-0.366,3.906
0.522,-0.711,0.520,2.991,0.000,4.272
0.522,-0.709,0.511,4.028,1.038,4.700
0.527,-0.703,0.497,3.967,2.136,5.127
0.532,-0.693,0.481,3.113,2.930,5.493
0.535,-0.693,0.471,3.113,3.113,5.676
0.537,-0.688,0.462,3.540,2.869,6.042
0.539,-0.688,0.454,3.906,2.808,6.042
0.897,0.365,0.126,-4.578,-5.737,-11.658
0.904,0.355,0.142,-5.798,-6.165,-12.146
0.906,0.337,0.152,-4.517,-6.836,-12.207
0.906,0.314,0.163,-3.052,-7.263,-11.780
0.906,0.308,0.167,-2.380,-7.141,-11.108
0.911,0.300,0.170,-1.404,-6.836,-10.132
0.909,0.304,0.181,-1.770,-6.470,-9.827
0.916,0.292,0.175,-1.648,-5.676,-9.521
0.917,0.281,0.168,-1.953,-5.127,-9.094
0.919,0.275,0.173,-3.479,-4.700,-8.728
0.919,0.275,0.181,-4.822,-4.333,-8.118
0.917,0.275,0.190,-4.700,-4.150,-7.690
0.915,0.267,0.205,-4.150,-3.784,-7.629
0.915,0.267,0.218,-3.296,-3.357,-7.385
0.913,0.268,0.216,-1.709,-2.747,-7.019
0.914,0.262,0.205,0.366,-2.197,-6.897
0.914,0.253,0.195,1.892,-1.892,-6.531
0.911,0.245,0.186,3.113,-1.648,-6.104
0.911,0.250,0.180,3.967,-1.587,-5.371
0.911,0.262,0.177,4.822,-1.526,-4.639
0.907,0.280,0.179,6.042,-1.648,-4.089
0.904,0.292,0.187,7.629,-1.404,-3.784
0.904,0.298,0.180,8.545,-0.366,-4.028
0.905,0.303,0.162,9.033,0.427,-4.333
0.907,0.309,0.141,9.155,0.977,-4.456
0.910,0.320,0.129,8.911,1.099,-4.211
0.910,0.334,0.125,8.728,0.977,-3.845
0.909,0.352,0.125,8.362,1.404,-3.357
0.912,0.381,0.114,7.629,2.319,-2.930
0.914,0.417,0.088,7.019,3.296,-2.441
0.911,0.452,0.066,7.263,3.479,-1.831
0.914,0.499,0.057,7.446,3.540,-1.099
0.921,0.564,0.042,7.996,3.845,0.610
0.941,0.634,0.005,9.583,5.005,2.258
0.958,0.701,-0.061,11.230,6.592,3.357
0.961,0.796,-0.078,11.658,6.104,4.028
0.977,0.883,-0.091,15.503,5.066,5.554
0.983,0.976,-0.160,20.264,5.615,6.226
0.989,1.086,-0.171,22.827,4.517,2.808
1.010,1.203,-0.227,25.330,3.418,-1.038
1.050,1.306,-0.331,29.724,3.662,-5.859
1.088,1.417,-0.430,26.367,1.221,-16.235
1.105,1.510,-0.466,19.226,-5.005,-32.654
1.125,1.554,-0.535,14.282,-12.085,-54.443
1.150,1.592,-0.590,5.249,-23.010,-78.674
1.075,1.702,-0.408,-1.221,-41.687,-104.004
1.003,1.667,-0.323,9.949,-54.626,-135.681
0.933,1.510,-0.317,27.832,-62.744,-165.771
0.844,1.382,-0.265,40.039,-74.219,-191.467
0.750,1.259,-0.226,55.115,-86.548,-213.562
0.651,1.123,-0.195,73.975,-99.121,-233.337
0.535,0.960,-0.131,91.003,-110.413,-251.160
0.423,0.823,-0.023,103.210,-116.882,-266.174
0.300,0.702,0.089,110.229,-115.601,-279.907
0.192,0.504,0.151,112.854,-107.971,-294.617
0.087,0.288,0.210,104.309,-97.107,-308.655
-0.114,0.161,0.272,84.229,-84.595,-320.801
-0.037,-0.081,0.234,68.237,-73.669,-334.595
-0.216,-0.199,0.284,50.171,-70.618,-351.135
-0.360,-0.438,0.474,48.401,-74.768,-350.342
-0.449,-0.702,0.582,55.115,-75.073,-343.567
-0.547,-0.995,0.579,55.847,-70.862,-336.914
-0.627,-1.221,0.618,44.617,-66.101,-327.393
-0.651,-1.401,0.590,33.752,-59.998,-311.096
-0.643,-1.623,0.500,29.846,-50.964,-289.001
-0.611,-1.819,0.437,21.851,-42.542,-263.672
-0.568,-1.971,0.405,13.794,-37.537,-234.192
-0.503,-2.003,0.438,6.836,-35.095,-199.524
-0.429,-1.899,0.503,-1.404,-32.532,-164.856
-0.356,-1.776,0.566,-4.028,-29.846,-135.437
-0.299,-1.672,0.633,-1.526,-28.076,-112.000
-0.251,-1.600,0.661,0.732,-24.109,-93.689
-0.194,-1.528,0.624,0.488,-17.090,-79.651
-0.135,-1.475,0.547,0.732,-11.353,-67.627
-0.080,-1.421,0.489,1.526,-8.728,-57.312
-0.039,-1.397,0.465,1.099,-8.240,-48.645
0.008,-1.382,0.476,0.488,-8.545,-39.856
0.049,-1.355,0.495,0.366,-8.667,-30.396
0.093,-1.291,0.491,-0.671,-6.348,-20.569
0.144,-1.211,0.480,-2.258,-3.906,-12.146
0.189,-1.146,0.471,-1.160,-2.930,-4.944
0.225,-1.093,0.465,-0.305,-2.197,0.122
0.261,-1.048,0.441,-0.122,-1.160,4.395
0.296,-1.002,0.420,-0.061,-1.038,7.996
0.335,-0.962,0.402,0.061,-1.770,11.047
0.371,-0.934,0.396,-0.061,-2.808,13.184
0.396,-0.909,0.405,-0.793,-4.150,14.954
0.422,-0.881,0.414,-2.014,-5.188,16.418
0.446,-0.852,0.420,-4.211,-5.737,17.334
0.461,-0.823,0.430,-7.080,-6.165,17.700
0.474,-0.821,0.454,-9.888,-6.409,17.029
0.487,-0.806,0.471,-12.268,-6.409,16.357
0.499,-0.789,0.482,-13.611,-6.104,16.113
0.505,-0.775,0.495,-15.381,-6.042,15.381
0.512,-0.773,0.507,-16.296,-6.348,14.587
0.513,-0.765,0.526,-16.113,-6.653,14.160
0.518,-0.750,0.543,-15.808,-6.348,13.733
0.528,-0.736,0.550,-14.771,-6.165,13.123
0.528,-0.732,0.561,-13.428,-6.836,12.024
0.526,-0.732,0.572,-11.169,-7.446,10.925
0.527,-0.728,0.570,-8.850,-7.263,9.888
0.524,-0.729,0.570,-6.775,-7.019,8.789
0.522,-0.726,0.575,-6.104,-6.592,7.507
0.520,-0.730,0.582,-5.249,-5.798,6.348
0.513,-0.745,0.586,-3.723,-5.188,5.493
0.506,-0.756,0.583,-3.052,-3.601,4.883
0.501,-0.759,0.566,-2.808,-1.648,4.761
0.496,-0.768,0.552,-1.526,-0.061,4.761
0.492,-0.772,0.538,-0.671,1.099,5.188
0.490,-0.761,0.524,-0.305,1.892,5.920
0.485,-0.744,0.517,-0.061,2.319,6.165
0.484,-0.735,0.507,0.977,2.686,5.859
0.478,-0.726,0.504,2.625,2.502,5.554
0.468,-0.729,0.505,4.395,2.319,4.944
0.462,-0.742,0.499,5.371,2.930,4.517
0.459,-0.746,0.491,5.310,3.784,4.517
0.457,-0.742,0.479,5.371,4.456,4.883
0.453,-0.744,0.466,5.310,5.066,5.005
0.454,-0.754,0.458,3.906,6.042,5.188
0.357,-0.857,0.409,-8.972,24.231,67.139
0.371,-0.856,0.415,-11.169,23.865,69.458
0.383,-0.867,0.425,-14.709,23.743,71.411
0.395,-0.885,0.430,-18.921,24.170,73.792
0.393,-0.891,0.445,-23.743,24.292,77.209
0.374,-0.889,0.437,-27.771,24.536,81.909
0.374,-0.883,0.478,-33.325,24.780,87.280
0.377,-0.798,0.551,-45.410,23.865,91.858
0.380,-0.848,0.579,-46.448,27.832,95.215
0.396,-0.799,0.599,-53.101,35.461,101.074
0.446,-0.737,0.594,-64.758,45.837,105.896
0.485,-0.651,0.581,-71.106,54.138,109.131
0.501,-0.598,0.542,-72.327,61.279,110.657
0.537,-0.586,0.490,-72.693,69.031,110.962
0.579,-0.597,0.429,-77.087,74.707,109.985
0.598,-0.609,0.369,-84.106,77.026,109.802
0.594,-0.550,0.374,-93.445,77.820,110.779
0.621,-0.611,0.283,-96.863,80.017,112.488
0.619,-0.485,0.368,-109.741,80.627,117.554
0.616,-0.355,0.477,-114.929,84.045,121.521
0.663,-0.294,0.472,-108.093,93.323,123.108
0.730,-0.262,0.420,-100.891,103.210,124.084
0.764,-0.197,0.401,-98.511,109.924,125.244
0.784,-0.128,0.341,-94.116,115.234,126.465
0.798,-0.139,0.228,-88.135,118.347,128.113
0.799,-0.061,0.243,-94.360,116.882,129.333
0.794,0.075,0.256,-96.802,115.662,128.906
0.818,0.107,0.150,-83.679,117.737,126.892
0.842,0.141,0.106,-77.820,117.737,125.061
0.865,0.174,0.085,-77.271,117.371,122.864
0.887,0.184,0.044,-73.975,119.507,120.178
0.888,0.211,0.001,-71.228,123.535,118.286
0.893,0.277,-0.066,-68.909,127.502,118.530
0.893,0.312,-0.117,-62.866,128.174,119.812
0.894,0.375,-0.166,-57.800,126.221,120.056
0.908,0.443,-0.227,-49.133,124.329,120.544
0.930,0.550,-0.324,-39.185,121.521,120.850
0.974,0.680,-0.434,-30.823,117.249,117.554
1.019,0.723,-0.507,-22.583,109.985,109.314
1.055,0.812,-0.551,-18.127,101.501,94.299
1.096,0.823,-0.617,-8.850,92.285,80.750
1.119,0.761,-0.682,-2.563,81.909,64.148
1.103,0.793,-0.624,-8.667,68.542,45.898
1.071,0.729,-0.573,-5.493,55.542,33.142
1.029,0.649,-0.493,-0.183,44.678,21.729
1.002,0.592,-0.415,1.648,36.804,13.855
0.995,0.510,-0.396,6.226,31.799,8.850
0.980,0.443,-0.360,7.141,27.588,5.615
0.971,0.389,-0.334,6.226,24.780,4.028
0.971,0.343,-0.338,6.775,23.132,4.028
0.967,0.279,-0.334,7.507,20.935,3.845
0.975,0.222,-0.332,5.188,18.921,4.333
0.980,0.195,-0.299,-0.366,16.174,6.470
0.995,0.188,-0.329,-3.296,14.160,9.644
1.002,0.186,-0.321,-6.531,9.766,12.512
1.005,0.215,-0.258,-11.169,3.357,15.015
1.001,0.217,-0.210,-11.780,-0.977,17.517
0.992,0.233,-0.141,-13.184,-3.052,20.447
0.977,0.244,-0.077,-16.357,-2.502,22.461
0.981,0.270,-0.061,-16.785,-0.732,24.719
0.985,0.303,-0.045,-15.320,0.061,26.367
0.970,0.332,-0.012,-15.381,-0.244,24.658
0.950,0.322,0.022,-11.536,0.061,26.062
0.945,0.309,0.010,-7.996,2.869,27.283
0.942,0.339,0.006,-10.559,6.714,25.940
0.933,0.364,-0.004,-8.789,8.728,25.208
0.930,0.317,-0.036,-4.944,9.888,24.780
0.900,0.334,0.012,-9.949,9.216,24.780
0.872,0.336,0.021,-12.939,12.146,25.146
0.829,0.331,0.013,-13.245,16.174,26.917
0.791,0.360,0.017,-15.991,20.996,29.419
0.769,0.406,-0.030,-17.944,26.733,32.593
0.749,0.485,-0.107,-18.921,31.189,34.973
0.747,0.532,-0.197,-19.165,32.410,36.255
0.732,0.618,-0.279,-19.043,31.006,37.170
0.763,0.672,-0.397,-18.982,29.785,37.231
0.779,0.758,-0.473,-20.813,24.109,35.156
0.800,0.838,-0.548,-20.325,17.151,32.654
0.855,0.950,-0.605,-20.996,8.850,28.809
0.898,1.093,-0.640,-18.799,-2.197,22.156
0.976,1.246,-0.588,-6.653,-14.526,11.475
0.979,1.414,-0.588,8.057,-22.522,-3.479
1.040,1.508,-0.582,30.945,-27.771,-27.527
1.071,1.528,-0.595,53.589,-29.968,-58.350
1.093,1.517,-0.641,72.754,-28.992,-91.370
1.105,1.447,-0.740,85.693,-27.100,-124.756
1.090,1.356,-0.830,92.834,-33.630,-157.227
1.058,1.268,-0.885,96.375,-48.340,-189.209
0.960,1.087,-0.849,93.628,-67.200,-220.581
0.808,0.851,-0.688,85.205,-84.961,-250.916
0.686,0.582,-0.549,77.148,-98.450,-277.344
0.531,0.248,-0.369,72.510,-115.112,-297.119
0.347,-0.035,0.010,54.077,-128.174,-307.556
0.221,-0.199,0.342,29.053,-127.502,-310.120
0.168,-0.375,0.443,22.217,-120.544,-306.335
0.147,-0.573,0.482,23.315,-118.530,-298.645
0.134,-0.643,0.582,12.573,-122.375,-289.490
0.139,-0.699,0.601,5.737,-126.526,-280.457
0.112,-0.746,0.618,3.967,-129.333,-271.606
0.120,-0.792,0.767,1.099,-127.380,-263.794
0.121,-1.000,0.804,2.136,-115.112,-254.761
0.137,-1.181,0.769,2.258,-95.459,-239.685
0.173,-1.358,0.700,9.949,-74.951,-215.698
0.220,-1.571,0.609,8.911,-53.772,-190.002
0.261,-1.601,0.600,-7.629,-37.842,-161.621
0.297,-1.560,0.610,-15.381,-27.893,-130.127
0.336,-1.471,0.623,-8.728,-19.836,-97.961
0.404,-1.401,0.543,1.465,-9.277,-70.313
0.462,-1.311,0.480,5.371,-2.136,-48.523
0.502,-1.183,0.428,6.836,0.671,-30.212
0.543,-1.138,0.325,12.756,4.089,-16.602
0.583,-1.126,0.217,12.573,8.118,-5.981
0.623,-1.053,0.168,1.892,10.620,2.258
0.657,-0.963,0.163,-8.850,10.315,8.789
0.688,-0.889,0.161,-12.756,8.606,14.038
0.721,-0.818,0.165,-14.404,7.385,17.761
0.746,-0.750,0.178,-15.625,5.554,20.386
0.760,-0.697,0.191,-13.672,3.357,21.790
0.776,-0.690,0.185,-8.789,1.709,22.888
0.976,0.426,-0.120,11.902,25.818,63.721
0.964,0.411,-0.098,9.094,22.461,58.350
0.955,0.400,-0.089,7.446,19.836,54.626
0.944,0.378,-0.078,7.324,17.639,51.758
0.946,0.375,-0.067,5.737,15.686,48.767
0.955,0.377,-0.079,3.357,15.259,46.326
0.965,0.391,-0.094,0.061,15.564,43.518
0.981,0.406,-0.114,-2.686,14.771,40.466
0.988,0.418,-0.125,-3.845,12.512,36.682
0.995,0.422,-0.119,-4.822,9.216,32.471
0.988,0.428,-0.097,-6.104,5.127,27.588
0.980,0.428,-0.064,-6.653,1.343,22.827
0.973,0.417,-0.041,-5.127,-1.343,18.555
0.960,0.388,-0.021,-3.113,-3.601,14.587
0.949,0.360,-0.003,-2.319,-5.310,10.620
0.937,0.333,0.032,-2.869,-6.775,7.385
0.923,0.318,0.061,-3.845,-7.019,4.578
0.919,0.309,0.071,-3.052,-5.859,2.747
0.917,0.292,0.074,-1.831,-4.517,1.160
0.916,0.271,0.078,-1.770,-2.930,-0.793
0.910,0.244,0.071,-1.404,-1.587,-1.709
0.913,0.244,0.054,-1.038,-0.183,-2.075
0.914,0.252,0.045,-0.305,0.000,-2.136
0.915,0.249,0.042,1.404,-0.244,-2.502
0.917,0.244,0.025,2.014,0.061,-2.258
0.921,0.254,0.015,0.549,0.610,-2.075
0.926,0.276,0.000,-1.282,1.160,-1.953
0.937,0.296,-0.029,-1.160,1.831,-2.197
0.943,0.306,-0.041,-0.916,1.770,-2.808
0.941,0.318,-0.022,-2.136,2.136,-4.028
0.938,0.332,-0.012,-3.235,3.479,-5.554
0.940,0.341,-0.016,-2.563,5.188,-6.775
0.941,0.373,-0.021,-2.136,5.981,-7.507
0.940,0.441,-0.021,-0.671,5.798,-8.789
0.946,0.505,-0.028,5.554,4.456,-9.949
0.957,0.574,-0.049,15.747,2.502,-11.230
0.962,0.666,-0.068,26.917,0.122,-13.794
0.985,0.766,-0.105,42.664,-2.380,-16.479
1.016,0.850,-0.178,60.547,-4.150,-21.423
1.078,0.958,-0.274,75.745,-5.981,-29.846
1.148,1.057,-0.422,91.309,-8.362,-42.175
1.185,1.100,-0.561,104.675,-13.000,-58.044
1.198,1.143,-0.665,112.244,-19.592,-78.369
1.172,1.057,-0.728,118.774,-31.311,-102.783
1.120,0.987,-0.766,123.535,-46.631,-124.512
1.050,0.905,-0.713,123.901,-66.650,-145.569
0.952,0.778,-0.586,125.854,-87.219,-164.246
0.855,0.646,-0.430,129.211,-103.333,-180.054
0.776,0.509,-0.334,132.080,-112.427,-192.871
0.719,0.361,-0.281,132.141,-116.699,-203.186
0.623,0.269,-0.202,128.723,-120.850,-212.402
0.604,0.078,-0.151,126.953,-123.047,-221.497
0.495,-0.081,-0.075,115.112,-123.779,-235.046
0.387,-0.259,0.064,95.337,-123.352,-244.263
0.307,-0.447,0.210,78.064,-117.737,-246.277
0.241,-0.661,0.313,59.937,-107.422,-247.192
0.187,-0.914,0.401,46.387,-96.924,-244.507
0.169,-1.164,0.482,33.936,-86.670,-232.849
0.177,-1.359,0.595,21.790,-78.369,-213.440
0.198,-1.467,0.694,13.184,-70.496,-186.646
0.245,-1.472,0.782,11.353,-62.439,-153.503
0.312,-1.372,0.807,16.357,-54.321,-119.568
0.361,-1.227,0.763,26.733,-46.692,-90.393
0.394,-1.074,0.694,37.659,-40.039,-69.458
0.402,-1.024,0.611,43.762,-33.813,-58.899
0.420,-1.058,0.565,43.030,-28.198,-54.688
0.437,-1.084,0.529,39.673,-24.597,-51.270
0.462,-1.085,0.491,38.269,-22.339,-45.715
0.490,-1.039,0.464,35.156,-20.630,-39.429
0.521,-0.987,0.443,31.982,-19.226,-33.813
0.550,-0.942,0.420,30.273,-18.188,-28.931
0.572,-0.909,0.406,28.320,-16.785,-24.536
0.575,-0.880,0.422,25.146,-15.137,-20.569
0.576,-0.879,0.426,21.179,-11.902,-16.968
0.577,-0.883,0.439,15.259,-8.057,-13.977
0.588,-0.865,0.437,8.606,-4.272,-10.681
0.608,-0.832,0.409,3.540,-0.488,-7.019
0.635,-0.793,0.370,-0.183,2.319,-3.845
0.661,-0.762,0.351,-2.563,3.357,-1.465
0.677,-0.743,0.348,-4.150,3.418,0.549
0.694,-0.709,0.343,-5.371,3.662,3.296
0.702,-0.665,0.337,-4.883,3.113,5.554
0.708,-0.628,0.325,-3.235,1.892,7.019
0.708,-0.595,0.322,-1.892,0.061,7.446
0.705,-0.569,0.337,-1.160,-1.770,6.470
0.701,-0.573,0.353,-0.427,-3.235,4.578
0.700,-0.596,0.360,0.061,-3.967,2.808
0.698,-0.620,0.371,-0.366,-3.967,1.709
0.699,-0.623,0.380,-1.770,-3.357,1.770
0.701,-0.617,0.384,-3.174,-2.197,2.502
0.708,-0.605,0.384,-4.028,-1.099,3.418
0.712,-0.596,0.379,-4.822,0.183,4.089
0.714,-0.591,0.369,-6.104,1.465,4.456
0.718,-0.588,0.357,-7.446,2.258,4.456
0.722,-0.582,0.350,-8.789,2.380,4.333
0.726,-0.572,0.345,-9.705,2.502,4.272
0.731,-0.557,0.343,-9.949,2.258,4.089
0.730,-0.560,0.358,-9.949,1.526,3.235
0.729,-0.562,0.377,-9.766,1.099,2.686
0.733,-0.554,0.381,-8.850,1.099,2.380
0.733,-0.534,0.396,-6.470,1.282,2.014
0.733,-0.528,0.394,-2.625,1.770,1.343
0.732,-0.536,0.390,-0.061,2.197,0.488
0.732,-0.552,0.378,1.282,2.563,-0.549
0.734,-0.565,0.356,2.502,2.747,-0.916
0.734,-0.571,0.340,3.601,2.380,-0.793
0.734,-0.566,0.338,3.723,1.831,-0.671
0.729,-0.561,0.345,3.662,1.282,-0.916
0.723,-0.578,0.346,3.784,1.282,-1.160
0.718,-0.588,0.346,2.441,1.648,-1.282
0.715,-0.594,0.349,0.305,1.892,-1.282
0.713,-0.595,0.349,-0.854,2.136,-1.099
0.712,-0.595,0.360,-1.404,2.319,-0.916
0.716,-0.588,0.358,-1.953,2.991,-0.488
0.722,-0.583,0.347,-1.892,3.296,-0.244
0.726,-0.575,0.342,-1.465,2.991,-0.244
0.727,-0.579,0.342,-0.488,2.319,-0.183
0.726,-0.578,0.343,0.366,1.648,-0.061
0.724,-0.573,0.351,0.732,0.977,-0.061
0.933,0.463,-0.079,-36.011,86.426,96.375
0.930,0.473,-0.068,-31.921,81.909,90.515
0.942,0.490,-0.122,-26.306,78.918,84.167
0.959,0.444,-0.206,-24.231,75.867,77.271
0.970,0.432,-0.237,-27.649,68.665,71.289
0.959,0.492,-0.249,-30.273,60.791,65.430
0.966,0.480,-0.282,-26.428,54.810,59.021
0.978,0.480,-0.303,-22.034,49.255,54.871
0.971,0.465,-0.285,-20.691,42.908,49.622
0.953,0.484,-0.210,-22.278,36.926,43.640
0.939,0.463,-0.165,-20.813,34.180,38.452
0.934,0.437,-0.156,-16.663,32.715,35.217
0.928,0.426,-0.146,-14.709,30.762,32.471
0.928,0.432,-0.160,-13.977,28.931,29.602
0.934,0.417,-0.192,-12.085,27.039,26.794
0.941,0.370,-0.236,-11.230,23.499,24.475
0.950,0.352,-0.256,-13.794,18.005,23.193
0.953,0.424,-0.239,-14.587,10.803,21.912
0.957,0.433,-0.220,-13.000,5.310,18.311
0.963,0.430,-0.211,-11.841,2.991,13.184
0.957,0.393,-0.203,-11.230,0.244,8.301
0.940,0.386,-0.169,-11.780,-3.296,4.944
0.928,0.382,-0.136,-11.169,-6.897,2.319
0.913,0.367,-0.096,-9.644,-9.399,0.488
0.901,0.364,-0.057,-10.559,-10.315,-0.977
0.894,0.354,-0.031,-11.169,-9.766,-1.831
0.894,0.356,-0.026,-11.414,-8.362,-2.563
0.895,0.363,-0.037,-13.062,-6.897,-3.540
0.896,0.370,-0.044,-15.198,-5.676,-4.883
0.898,0.366,-0.052,-17.883,-4.761,-6.409
0.896,0.384,-0.043,-22.034,-4.578,-6.958
0.890,0.434,-0.025,-27.771,-4.150,-7.324
0.878,0.486,-0.004,-33.875,-2.869,-8.362
0.862,0.548,0.006,-40.527,-0.366,-10.193
0.885,0.635,-0.018,-47.791,2.808,-13.245
0.875,0.734,-0.040,-54.993,4.578,-18.616
0.907,0.851,-0.068,-59.204,5.676,-23.437
0.938,0.924,-0.120,-59.204,5.859,-30.212
0.964,1.040,-0.142,-60.669,2.747,-41.931
0.990,1.164,-0.173,-54.321,-1.160,-55.359
1.014,1.274,-0.217,-39.551,-8.057,-71.655
1.052,1.347,-0.298,-23.010,-15.747,-92.224
1.058,1.437,-0.303,-7.690,-23.743,-115.723
1.056,1.442,-0.344,9.033,-30.090,-145.630
1.028,1.297,-0.424,27.954,-39.734,-178.955
0.930,1.196,-0.391,42.114,-53.528,-210.876
0.833,0.985,-0.379,58.472,-67.810,-241.455
0.712,0.784,-0.343,76.477,-83.191,-266.357
0.577,0.531,-0.271,92.041,-97.961,-287.476
0.458,0.252,-0.165,105.713,-108.093,-303.894
0.293,-0.024,-0.069,119.690,-111.755,-314.819
0.293,-0.435,-0.139,135.864,-107.727,-320.374
0.236,-0.748,-0.182,130.676,-103.882,-317.383
0.160,-0.983,-0.106,111.145,-102.173,-305.054
0.115,-1.240,-0.009,90.515,-96.252,-289.062
0.082,-1.510,0.108,66.284,-85.632,-271.851
0.098,-1.723,0.229,35.950,-70.801,-247.314
0.152,-1.853,0.296,5.310,-53.955,-215.759
0.207,-1.868,0.363,-22.888,-40.222,-179.871
0.266,-1.822,0.442,-43.396,-28.320,-144.043
0.332,-1.739,0.487,-54.321,-17.212,-109.741
0.405,-1.616,0.491,-58.533,-6.653,-77.881
0.470,-1.418,0.492,-61.279,1.404,-51.697
0.531,-1.244,0.445,-57.129,8.423,-33.203
0.590,-1.144,0.381,-48.218,13.916,-20.752
0.633,-1.045,0.328,-40.161,16.113,-12.695
0.667,-0.986,0.275,-31.738,16.541,-6.958
0.692,-0.916,0.246,-25.208,15.442,-2.686
0.710,-0.854,0.217,-20.020,13.428,-0.854
0.726,-0.810,0.191,-13.672,10.986,0.366
0.732,-0.786,0.174,-6.470,7.812,1.038
0.737,-0.767,0.159,0.000,5.371,1.526
0.736,-0.749,0.151,4.150,3.662,1.953
0.734,-0.741,0.161,7.446,1.953,2.075
0.731,-0.749,0.164,11.780,0.305,3.052
0.729,-0.748,0.170,14.465,-0.977,4.822
0.727,-0.734,0.172,14.221,-1.221,6.836
0.730,-0.718,0.175,12.573,-0.854,8.850
0.732,-0.705,0.170,10.498,-0.366,10.742
0.735,-0.681,0.172,7.324,0.244,12.146
0.740,-0.661,0.170,3.906,1.038,13.123
0.747,-0.644,0.166,1.831,1.465,14.160
0.755,-0.629,0.163,0.793,1.282,15.137
0.764,-0.591,0.166,-0.427,1.404,16.724
